user_id,items_count,money_spent,total_recommend,recommend_percent
76561198088760451,12,150.9,0.0,0.0
76561198088776018,36,456.8,7.0,19.44
76561198088777613,1,0.0,0.0,0.0
76561198088778667,1,0.0,0.0,0.0
F2RV9,7,29.98,1.0,14.29
76561198088783449,47,367.76,0.0,0.0
76561198088785160,24,221.82,4.0,16.67
76561198088789344,3,14.99,0.0,0.0
76561198088791544,11,205.87,0.0,0.0
76561198088793712,5,29.979999999999997,0.0,0.0
76561198088794142,16,254.85999999999999,0.0,0.0
76561198088795247,1,19.99,0.0,0.0
7656119808880205,10,19.99,0.0,0.0
76561198088802805,15,49.96,1.0,6.67
76561198088806161,21,190.85999999999999,1.0,4.76
76561198088809382,3,0.0,0.0,0.0
76561198088810638,25,204.88,0.0,0.0
76561198088813779,90,1061.34,1.0,1.11
76561198088814202,9,0.0,0.0,0.0
N3RR,1,0.0,0.0,0.0
76561198088823171,1,0.0,0.0,0.0
76561198088823447,8,0.0,0.0,0.0
76561198088826604,52,684.55,0.0,0.0
Fordssy,14,54.96,0.0,0.0
onlybloody,16,0.0,0.0,0.0
76561198088830380,37,624.6999999999999,0.0,0.0
76561198088830824,1,0.0,0.0,0.0
imoreph,10,109.94999999999999,0.0,0.0
sassy_the_sasquatch,114,1127.25,0.0,0.0
76561198088843017,26,413.78999999999996,0.0,0.0
76561198088848644,1,0.0,0.0,0.0
76561198088850162,23,44.97,0.0,0.0
76561198088850943,51,426.55,0.0,0.0
76561198088852059,169,311.84,1.0,0.59
76561198088854011,2,0.0,1.0,50.0
76561198088854780,3,39.98,0.0,0.0
76561198088860373,19,79.97,0.0,0.0
76561198088865795,23,0.0,1.0,4.35
76561198088868685,4,14.99,0.0,0.0
76561198088870703,34,122.89,0.0,0.0
76561198088873808,3,0.0,0.0,0.0
76561198088873814,1,0.0,0.0,0.0
76561198088874821,2,0.0,0.0,0.0
mirulbong,9,0.0,0.0,0.0
intercssss,1,0.0,0.0,0.0
76561198088880648,41,292.79,1.0,2.44
CasperLee,15,14.98,0.0,0.0
76561198088889229,5,79.96000000000001,0.0,0.0
76561198088890825,37,523.62,1.0,2.7
76561198088891836,20,137.93,1.0,5.0
76561198088893396,4,19.99,0.0,0.0
76561198088893742,6,19.98,0.0,0.0
76561198088899777,86,1189.23,0.0,0.0
yakuruke,39,0.0,0.0,0.0
76561198088901123,17,265.87,0.0,0.0
76561198088902095,1,9.99,0.0,0.0
76561198088903091,18,109.94,0.0,0.0
76561198088903432,15,0.0,0.0,0.0
76561198088907884,127,1642.07,0.0,0.0
HomelessGoomba9,22,99.92999999999999,0.0,0.0
76561198088910028,19,58.95,0.0,0.0
76561198088910662,120,1266.54,0.0,0.0
76561198088913673,2,0.0,0.0,0.0
76561198088915006,6,9.99,0.0,0.0
76561198088917894,3,0.0,0.0,0.0
76561198088921919,209,2749.36,0.0,0.0
76561198088923669,3,19.99,0.0,0.0
creamyreemie,6,0.0,0.0,0.0
76561198088927969,63,471.67,0.0,0.0
76561198088929153,7,119.94,0.0,0.0
76561198088930317,17,176.88,0.0,0.0
briantheturtle,19,224.87,0.0,0.0
76561198088933292,4,0.0,0.0,0.0
Persone,23,39.97,0.0,0.0
76561198088940534,55,423.75,0.0,0.0
76561198088942194,18,175.9,0.0,0.0
76561198088943060,26,421.81,0.0,0.0
AllahArkbar,7,64.96,0.0,0.0
76561198088944164,25,290.81,1.0,4.0
glentot,47,380.76,1.0,2.13
76561198088949412,2,0.0,0.0,0.0
PuggyYo,29,239.89000000000001,4.0,13.79
fionnghal16,6,29.97,0.0,0.0
76561198088952534,54,482.61,0.0,0.0
76561198088953440,1,0.0,0.0,0.0
Eamonne,4,54.97,1.0,25.0
zyr0n1c,73,667.56,9.0,12.33
Bluvolt,47,524.74,0.0,0.0
76561198088958092,2,14.99,0.0,0.0
76561198088958319,1,0.0,0.0,0.0
76561198088959372,16,69.96,0.0,0.0
hueheu,12,44.97,0.0,0.0
76561198088963802,13,172.91,0.0,0.0
76561198088966110,27,312.83,0.0,0.0
titoweb95,2,0.0,0.0,0.0
__YOUR_TOAST__,4,34.97,0.0,0.0
XdaFcoreX,4,19.99,0.0,0.0
76561198088973416,1,0.0,0.0,0.0
thurawin,1,0.0,2.0,200.0
76561198088974083,1,19.99,0.0,0.0
76561198088975680,3,19.99,0.0,0.0
76561198088984855,4,24.99,0.0,0.0
76561198088988671,2,0.0,0.0,0.0
76561198088989342,2,0.0,0.0,0.0
76561198088993767,12,74.94,0.0,0.0
iPlayJson,9,94.94,2.0,22.22
76561198088994206,19,124.93,0.0,0.0
76561198088994310,3,0.0,0.0,0.0
76561198088996332,6,14.99,0.0,0.0
76561198088999681,1,0.0,0.0,0.0
76561198089000227,3,39.97,0.0,0.0
76561198089002231,7,207.86,0.0,0.0
ernvenom,1,0.0,0.0,0.0
76561198089007820,2,4.99,0.0,0.0
76561198089011857,8,39.97,0.0,0.0
76561198089012992,4,27.97,0.0,0.0
7656119815549OO43,29,169.92000000000002,4.0,13.79
76561198089015852,1,0.0,0.0,0.0
mog1,86,855.3,4.0,4.65
76561198089020463,7,189.96,0.0,0.0
76561198089021273,5,0.0,0.0,0.0
76561198089024507,13,57.92,0.0,0.0
76561198089025822,18,0.0,1.0,5.56
76561198089026473,31,29.97,1.0,3.23
76561198089026744,28,175.86,0.0,0.0
76561198089027615,5,14.99,0.0,0.0
magnumchill,28,303.85,0.0,0.0
76561198089029910,12,119.91,0.0,0.0
76561198089032468,1,0.0,0.0,0.0
76561198089032867,81,1084.07,1.0,1.23
76561198089034728,1,0.99,0.0,0.0
76561198089036329,19,197.87,0.0,0.0
76561198089041297,19,265.83,0.0,0.0
76561198089041672,1,0.0,0.0,0.0
76561198089041952,1,9.99,0.0,0.0
slycooper982,42,284.92,2.0,4.76
76561198089044145,17,19.99,0.0,0.0
76561198089044150,1,0.0,0.0,0.0
76561198089044492,5,9.99,0.0,0.0
76561198089046248,1,0.0,0.0,0.0
76561198089050569,5,79.98,0.0,0.0
asd9440417,6,54.97,0.0,0.0
76561198089053447,1,0.0,0.0,0.0
76561198089054275,93,211.3,0.0,0.0
76561198089055002,12,134.93,0.0,0.0
76561198089056043,13,142.91,0.0,0.0
76561198089057871,1,0.0,0.0,0.0
76561198089058724,3,9.99,0.0,0.0
76561198089058865,2,0.0,0.0,0.0
SSS_PvP,1,0.0,0.0,0.0
76561198089060461,15,214.95,0.0,0.0
76561198089063139,1,0.0,0.0,0.0
76561198089065693,36,168.85999999999999,0.0,0.0
76561198089068287,10,104.92,0.0,0.0
76561198089069408,15,107.92,0.0,0.0
iammonkee109,2,0.0,0.0,0.0
76561198089073119,2,0.0,0.0,0.0
76561198089076206,62,761.4,5.0,8.06
76561198089077508,5,44.97,0.0,0.0
antonio7731,29,75.94,1.0,3.45
76561198089092783,28,344.72,0.0,0.0
76561198089094606,6,39.97,0.0,0.0
76561198089097356,3,29.979999999999997,0.0,0.0
76561198089099574,2,0.0,0.0,0.0
thiefm89,9,64.97,0.0,0.0
colin1514,1,9.99,0.0,0.0
76561198089104925,8,130.93,0.0,0.0
IuriSR,22,134.91,0.0,0.0
76561198089107316,3,39.97,0.0,0.0
KoonNew,16,99.92,3.0,18.75
76561198089113522,14,109.93,0.0,0.0
leonelreis1999,30,69.98,1.0,3.33
76561198089117691,97,326.8,1.0,1.03
76561198089124436,2,0.0,0.0,0.0
76561198089124575,5,64.95,0.0,0.0
76561198089125438,1,0.0,0.0,0.0
76561198089127271,38,206.82,1.0,2.63
76561198089127380,25,154.89,0.0,0.0
76561198089129708,2,0.0,0.0,0.0
76561198089131355,12,59.97,0.0,0.0
marikoelquelolea,219,1238.75,7.0,3.2
basti123,4,0.0,0.0,0.0
76561198089141749,13,54.94,0.0,0.0
malcheke,34,460.46999999999997,0.0,0.0
76561198089150536,6,9.99,0.0,0.0
76561198089152056,1,0.0,0.0,0.0
76561198089157499,11,19.99,0.0,0.0
UmbralAssassin,37,443.72,0.0,0.0
76561198089158782,137,1019.23,2.0,1.46
76561198089160897,88,850.1,1.0,1.14
ddanielfr,34,356.57,0.0,0.0
nnicholas0610,3,9.99,0.0,0.0
76561198089171318,15,99.95,0.0,0.0
76561198089171377,4,0.0,0.0,0.0
76561198089174540,12,19.99,0.0,0.0
76561198089175564,1,0.0,0.0,0.0
76561198089178080,5,44.97,0.0,0.0
sirravijay,29,172.87,0.0,0.0
waggish,130,1877.72,1.0,0.77
76561198089185565,7,127.91,0.0,0.0
eduardo3045,21,29.98,1.0,4.76
76561198089193401,19,119.92,1.0,5.26
76561198089195777,15,162.88,1.0,6.67
76561198089197351,92,964.42,0.0,0.0
space_cow1346,12,73.94,0.0,0.0
ShadowFX,12,64.95,0.0,0.0
76561198089201181,10,19.99,0.0,0.0
anonymousxddx,30,114.9,0.0,0.0
76561198089204482,26,23.96,1.0,3.85
76561198089205120,6,9.99,0.0,0.0
76561198089211416,13,209.95000000000002,0.0,0.0
76561198089213571,7,59.980000000000004,0.0,0.0
Shadowbolt4231,297,3944.87,1.0,0.34
76561198089218611,73,636.64,0.0,0.0
ToothlessnRuthless,7,54.97,1.0,14.29
76561198089222425,23,270.78999999999996,0.0,0.0
boricuadude,9,114.74,0.0,0.0
76561198089224083,32,414.76,0.0,0.0
76561198089237429,12,34.97,0.0,0.0
76561198089239323,56,14.99,0.0,0.0
76561198089239748,1,0.0,0.0,0.0
76561198089241366,9,147.95,0.0,0.0
76561198089241750,11,34.98,0.0,0.0
76561198089242816,2,0.0,0.0,0.0
76561198089243087,11,107.9,0.0,0.0
76561198089245812,7,39.97,0.0,0.0
76561198089249672,9,49.97,0.0,0.0
76561198089254358,2,9.99,0.0,0.0
76561198089254413,5,44.96,0.0,0.0
76561198089255976,7,50.95,0.0,0.0
76561198089266352,27,59.94,0.0,0.0
76561198089272041,10,24.98,0.0,0.0
76561198089274622,52,185.88,0.0,0.0
76561198089275647,46,435.76,0.0,0.0
animefreak7482,43,332.77,0.0,0.0
kan_re4,1,0.0,0.0,0.0
76561198089280012,16,19.99,0.0,0.0
76561198089280527,9,54.96,0.0,0.0
76561198089283118,1,0.0,0.0,0.0
hashtagkanatube,12,19.98,3.0,25.0
76561198089286644,32,312.71,0.0,0.0
falloutkimmeh,15,104.94,0.0,0.0
76561198089288956,56,257.82,1.0,1.79
76561198089295925,2,19.99,0.0,0.0
76561198089296397,55,723.59,2.0,3.64
76561198089297196,12,14.99,2.0,16.67
76561198089297836,2,14.99,0.0,0.0
76561198089298047,2,0.0,0.0,0.0
76561198089301747,64,698.63,0.0,0.0
bengeorge122,4,49.96,0.0,0.0
1739902091026,79,266.8,1.0,1.27
76561198089304447,44,548.76,0.0,0.0
76561198089304534,7,9.99,0.0,0.0
76561198089306007,14,15.98,0.0,0.0
76561198089309136,16,19.99,1.0,6.25
76561198089309634,70,225.92000000000002,0.0,0.0
76561198089316926,10,23.979999999999997,0.0,0.0
76561198089317370,104,1701.25,0.0,0.0
76561198089317430,13,64.97,0.0,0.0
BubbaTheSpy,34,143.92,1.0,2.94
76561198089319313,11,119.92,0.0,0.0
76561198089320071,76,620.52,0.0,0.0
76561198089320725,4,0.0,0.0,0.0
76561198089321595,24,192.9,0.0,0.0
76561198089321751,56,237.84,0.0,0.0
76561198089321789,1,0.0,0.0,0.0
garik321,86,73.94,1.0,1.16
JAFAV,35,269.8,0.0,0.0
76561198089325036,33,230.82,0.0,0.0
decplayz,80,934.42,7.0,8.75
lzw333,31,312.76,0.0,0.0
76561198089331648,10,159.93,0.0,0.0
Vixolyn,11,74.94,0.0,0.0
KrisTrajkov,17,64.98,0.0,0.0
76561198089344348,21,204.85999999999999,0.0,0.0
WillowEverdeen,1,0.0,0.0,0.0
76561198089346010,11,74.95,0.0,0.0
websiteee,64,406.79,1.0,1.56
76561198089350016,63,928.53,0.0,0.0
76561198089350034,15,89.94,0.0,0.0
76561198089351342,20,202.86,0.0,0.0
76561198089353497,27,14.99,0.0,0.0
76561198089354029,43,255.88,2.0,4.65
shewdew69,19,125.89,1.0,5.26
naomsaii1,2,0.0,0.0,0.0
76561198089364876,39,512.79,0.0,0.0
PapaJohnGaming,49,419.72999999999996,3.0,6.12
76561198089377783,4,0.0,0.0,0.0
76561198089378082,6,59.959999999999994,0.0,0.0
thelazybrownie,65,898.39,5.0,7.69
ClaireStandish,81,656.53,1.0,1.23
76561198089384570,5,46.97,0.0,0.0
MlgMacka,7,44.97,2.0,28.57
76561198089393877,1,0.0,0.0,0.0
76561198089395554,29,35.96,0.0,0.0
vvibu,4,0.0,0.0,0.0
76561198089399646,38,59.99,0.0,0.0
47DollarsInMyBankAccount,73,896.46,0.0,0.0
76561198089402173,1,0.0,0.0,0.0
DubCHoorah,2,4.99,0.0,0.0
42rsfw42efwrwr,29,159.97,0.0,0.0
76561198089404960,1,0.0,0.0,0.0
76561198089405146,13,64.98,0.0,0.0
loldale2000,69,812.61,0.0,0.0
Crazzy_Hosty,1,0.0,0.0,0.0
76561198089411003,1,0.0,0.0,0.0
76561198089413275,101,1372.32,0.0,0.0
alf96,9,195.88,0.0,0.0
rock1026,37,205.85999999999999,0.0,0.0
cutechilli_,19,41.96,0.0,0.0
76561198089417292,22,102.92,0.0,0.0
76561198089417383,72,853.43,0.0,0.0
76561198089417617,1,0.0,0.0,0.0
pyrotato,1,4.99,0.0,0.0
76561198089419362,32,203.88,0.0,0.0
76561198089419906,12,74.94999999999999,0.0,0.0
76561198089420315,4,0.0,0.0,0.0
76561198089421099,1,0.0,0.0,0.0
76561198089424308,1,0.0,0.0,0.0
76561198089429830,4,0.0,0.0,0.0
76561198089431228,1,0.0,0.0,0.0
76561198089436384,56,184.82999999999998,2.0,3.57
76561198089437180,3,20.979999999999997,0.0,0.0
aquaurbis,30,127.92,1.0,3.33
battledude4,48,99.92,3.0,6.25
76561198089441904,5,69.97,0.0,0.0
76561198089442890,15,51.959999999999994,0.0,0.0
76561198089447943,3,14.99,0.0,0.0
76561198089451302,35,59.96,0.0,0.0
76561198089452706,67,823.47,0.0,0.0
76561198089454627,4,34.97,0.0,0.0
Santigamespro,76,604.49,1.0,1.32
OnMeth,1,0.0,0.0,0.0
76561198089460104,1,0.0,0.0,0.0
brozmtfk,64,679.5,0.0,0.0
76561198089462821,1,0.0,0.0,0.0
76561198089465657,1,4.99,0.0,0.0
76561198089469230,75,676.53,0.0,0.0
76561198089470842,14,189.92000000000002,0.0,0.0
epicwaffle,4,49.96,0.0,0.0
76561198089475358,3,0.0,0.0,0.0
76561198089480046,4,0.0,0.0,0.0
234671,28,149.88,0.0,0.0
76561198089480776,51,546.71,0.0,0.0
76561198089487030,3,160.91,0.0,0.0
76561198089489541,10,44.97,0.0,0.0
Chrisfred10,79,876.5,2.0,2.53
76561198089494480,4,29.979999999999997,0.0,0.0
76561198089497582,15,0.0,0.0,0.0
76561198089497647,9,99.92,0.0,0.0
76561198089498479,16,194.95,0.0,0.0
76561198089498987,14,29.98,0.0,0.0
76561198089503414,127,1149.98,2.0,1.57
rafaelcarandang,24,114.92999999999999,0.0,0.0
76561198089510732,12,44.98,0.0,0.0
Darkbandit22,11,192.9,0.0,0.0
76561198089518453,19,83.94,0.0,0.0
76561198089521584,3,49.97,0.0,0.0
76561198089523994,48,339.83,1.0,2.08
76561198089524335,1,0.0,0.0,0.0
76561198089529136,36,424.76,0.0,0.0
76561198089529810,5,67.97,0.0,0.0
76561198089532505,15,29.979999999999997,0.0,0.0
76561198089533465,14,49.97,0.0,0.0
76561198089534364,2,0.0,0.0,0.0
rgshgfdhgfdhtrht,57,231.82,2.0,3.51
76561198089538008,9,124.95,0.0,0.0
76561198089541599,217,1299.6,6.0,2.76
Mikadada_Gaming,71,485.67999999999995,2.0,2.82
76561198089545771,16,9.99,0.0,0.0
76561198089548274,35,234.9,0.0,0.0
76561198089548998,20,134.92,0.0,0.0
Stefanomaz,3,0.99,0.0,0.0
ilikebigtrucksm8,19,186.89,0.0,0.0
76561198089556016,19,30.950000000000003,0.0,0.0
76561198089558763,2,9.99,0.0,0.0
76561198089558998,35,238.81,0.0,0.0
naughtcobalt,54,278.75,0.0,0.0
kingphenx,7,29.99,0.0,0.0
Revolute,7,99.94,0.0,0.0
jacobval99,30,288.78000000000003,1.0,3.33
76561198089568049,17,47.95,0.0,0.0
aaafj,4,49.98,0.0,0.0
76561198089570769,42,424.52,0.0,0.0
tutor007,34,306.82,0.0,0.0
76561198089572598,18,19.98,0.0,0.0
76561198089574661,4,0.0,0.0,0.0
devilgod1,46,79.97999999999999,0.0,0.0
76561198089575553,3,39.98,0.0,0.0
Roses_are_colorless,35,246.87,1.0,2.86
76561198089581783,1,0.0,0.0,0.0
76561198089585881,47,529.72,0.0,0.0
76561198089585982,2,0.0,0.0,0.0
76561198089588759,133,869.44,3.0,2.26
76561198089588760,3,79.94,0.0,0.0
76561198089588869,1,0.0,0.0,0.0
76561198089591081,1,9.99,0.0,0.0
76561198089594021,6,34.99,0.0,0.0
76561198089596935,93,928.21,0.0,0.0
djnewell01,18,152.93,0.0,0.0
76561198089601435,7,69.95,0.0,0.0
Yognouhthoneydew,7,14.99,0.0,0.0
76561198089604944,15,185.88,0.0,0.0
chais04,1,14.99,0.0,0.0
76561198089609660,1,0.0,0.0,0.0
76561198089609822,5,160.91,0.0,0.0
76561198089612850,1,0.0,0.0,0.0
76561198089613325,27,160.91,0.0,0.0
MrSlam7,5,29.979999999999997,0.0,0.0
76561198089616698,7,64.96,0.0,0.0
76561198089617206,1,14.99,0.0,0.0
God_of_war_assassin,66,781.4599999999999,2.0,3.03
bloodhuntr,148,1677.83,1.0,0.68
76561198089626977,29,57.95,0.0,0.0
76561198089630274,1,0.0,0.0,0.0
76561198089631479,33,529.75,0.0,0.0
76561198089632956,20,84.93,0.0,0.0
76561198089633664,26,57.96,0.0,0.0
76561198089635736,3,9.99,0.0,0.0
76561198089637121,1,0.0,0.0,0.0
thatfaggotreach,41,161.92000000000002,1.0,2.44
Harriodude,6,34.97,0.0,0.0
OtakuMode,17,44.96,0.0,0.0
Unbound_killaz,131,1453.1399999999999,0.0,0.0
76561198089647092,1,0.0,0.0,0.0
MalignusBR,42,256.87,1.0,2.38
76561198089656126,5,89.97,0.0,0.0
ClaxtonBRAH,133,1789.82,0.0,0.0
Ujastgotpwned,3,34.97,0.0,0.0
TotallyRealAndLegitURL,62,612.54,3.0,4.84
76561198089659624,6,34.98,0.0,0.0
76561198089660135,5,0.0,0.0,0.0
76561198089661138,6,39.96,0.0,0.0
76561198089663433,11,29.97,0.0,0.0
GeorgeAziz,3,24.98,0.0,0.0
76561198089667845,7,49.97,0.0,0.0
gutoloureiro,4,0.0,0.0,0.0
BRUNO2013,19,0.0,0.0,0.0
76561198089673598,61,241.81,1.0,1.64
76561198089680382,56,373.75,0.0,0.0
bobscaball,2,19.98,0.0,0.0
76561198089682876,3,19.99,0.0,0.0
76561198089687115,15,231.86999999999998,0.0,0.0
76561198089690537,1,19.99,0.0,0.0
76561198089694637,2,9.99,0.0,0.0
76561198089696343,12,99.94,1.0,8.33
76561198089698116,7,0.0,0.0,0.0
76561198089705791,27,398.78999999999996,0.0,0.0
76561198089708578,1,19.99,0.0,0.0
StitchiMonsta,7,55.96,0.0,0.0
76561198089711842,31,312.8,1.0,3.23
76561198089713205,89,741.5,1.0,1.12
76561198089715355,5,99.98,0.0,0.0
dromhydrax,42,305.73,1.0,2.38
76561198089720517,1,0.0,0.0,0.0
76561198089720618,61,152.87,1.0,1.64
76561198089722795,47,175.88,1.0,2.13
76561198089726261,2,0.0,0.0,0.0
76561198089726864,1,0.0,0.0,0.0
76561198089728977,11,9.99,0.0,0.0
76561198089729707,7,0.0,0.0,0.0
76561198089735322,19,85.92,1.0,5.26
76561198089736864,2,19.99,0.0,0.0
76561198089738585,2,14.99,0.0,0.0
76561198089740894,28,208.86999999999998,0.0,0.0
76561198089741608,20,129.93,0.0,0.0
76561198089742097,5,19.99,0.0,0.0
76561198089745809,24,217.87,0.0,0.0
GunnerBoy13,5,0.0,0.0,0.0
76561198089751505,97,1280.44,0.0,0.0
76561198089753053,38,339.83,0.0,0.0
76561198089759661,12,19.99,0.0,0.0
mreyno2000,26,351.85,0.0,0.0
76561198089762136,1,19.99,0.0,0.0
76561198089763048,12,179.89,0.0,0.0
nbdkjvdhovl,34,434.81,0.0,0.0
76561198089766191,6,0.0,0.0,0.0
FrammyCryZ,116,1151.2,2.0,1.72
76561198089768915,30,178.85,1.0,3.33
waritninp,51,223.85,1.0,1.96
76561198089769031,33,275.84,0.0,0.0
76561198089771145,23,131.93,0.0,0.0
76561198089774401,3,29.979999999999997,0.0,0.0
76561198089778784,3,0.0,0.0,0.0
76561198089781342,11,99.94,0.0,0.0
76561198089782031,18,19.98,0.0,0.0
76561198089786733,5,9.99,0.0,0.0
SkyVocals,21,129.9,0.0,0.0
76561198089796190,23,114.91,0.0,0.0
76561198089798436,37,169.89999999999998,0.0,0.0
UauDelicia,8,39.98,1.0,12.5
76561198089806224,3,19.99,0.0,0.0
princessnyannyan,2,29.979999999999997,0.0,0.0
76561198089813286,1,0.0,0.0,0.0
76561198089815482,72,109.95,1.0,1.39
zvanik,55,367.82,4.0,7.27
76561198089820105,178,1303.73,1.0,0.56
MattewTheCoder,5,59.95,0.0,0.0
76561198089823043,33,287.85,0.0,0.0
manaplus,22,29.98,1.0,4.55
76561198089826024,5,19.99,1.0,20.0
BlakeyJunkie,21,239.87,2.0,9.52
76561198089830097,13,14.98,0.0,0.0
Dandrolar,50,455.59,0.0,0.0
76561198089831921,2,24.98,0.0,0.0
76561198089833737,30,124.92,0.0,0.0
claybolck,43,440.64,0.0,0.0
ScORpioET,25,363.81,0.0,0.0
76561198089835136,5,0.0,0.0,0.0
76561198089836143,2,0.0,0.0,0.0
Bigmama1,11,64.96000000000001,1.0,9.09
76561198089840890,1,0.0,0.0,0.0
76561198089844893,49,582.6,0.0,0.0
76561198089846453,49,423.71,1.0,2.04
76561198089847279,3,0.0,0.0,0.0
76561198089847582,26,193.84,0.0,0.0
76561198089848099,80,982.48,2.0,2.5
URMOTHERISASPY,16,54.95,2.0,12.5
76561198089850175,3,39.98,0.0,0.0
76561198089850288,3,9.99,0.0,0.0
76561198089851200,6,34.98,0.0,0.0
76561198089853890,19,279.65,0.0,0.0
NoelCraftmc,24,95.42999999999999,0.0,0.0
76561198089857751,52,158.85,0.0,0.0
76561198089858581,34,300.86,0.0,0.0
slevin123za,42,493.68,3.0,7.14
76561198089860592,138,791.32,0.0,0.0
76561198089862683,5,33.97,0.0,0.0
mckln,20,179.89000000000001,0.0,0.0
76561198089876886,7,9.99,1.0,14.29
smittywerbenjabermanjensen,62,342.7,3.0,4.84
76561198089886312,4,0.0,0.0,0.0
Aidgrenade,14,219.92000000000002,0.0,0.0
76561198089888642,7,50.94,0.0,0.0
SexyBooty69,2,0.0,0.0,0.0
76561198089889798,11,69.98,0.0,0.0
Strogonoff,8,19.99,0.0,0.0
Nome______Gabriel,1,0.0,0.0,0.0
76561198089897842,1,0.0,0.0,0.0
76561198089898245,27,34.96,0.0,0.0
76561198089900832,34,254.87,2.0,5.88
76561198089901123,1,4.99,0.0,0.0
ADodgeyOne,17,9.99,0.0,0.0
76561198089912097,2,0.0,0.0,0.0
nyancat560atmybarnwithWHO,16,17.98,0.0,0.0
76561198089913156,112,1698.84,1.0,0.89
76561198089913708,5,59.99,0.0,0.0
76561198089915024,10,0.99,0.0,0.0
76561198089915927,12,29.98,1.0,8.33
Sucodebanana,90,526.69,1.0,1.11
roseofgamer01,16,0.0,0.0,0.0
76561198089921838,1,9.99,0.0,0.0
76561198089924327,9,9.99,0.0,0.0
76561198089925884,1,0.0,0.0,0.0
76561198089933666,26,34.98,0.0,0.0
XIRUS_PWNS,65,544.5699999999999,4.0,6.15
nu7,139,1679.9,5.0,3.6
76561198089935514,4,0.0,0.0,0.0
76561198089936845,6,0.0,1.0,16.67
76561198089937394,32,235.77,0.0,0.0
brandoxhawk,3,0.0,0.0,0.0
pulouklol,109,478.92,0.0,0.0
76561198089939807,29,34.97,2.0,6.9
76561198089945456,2,4.99,0.0,0.0
76561198089946116,18,144.9,0.0,0.0
76561198089946903,3,39.98,0.0,0.0
76561198089947582,13,34.98,0.0,0.0
76561198089949548,29,235.85,2.0,6.9
76561198089949591,5,54.96,0.0,0.0
vtes,9,74.94999999999999,0.0,0.0
76561198089949970,28,41.94,0.0,0.0
76561198089952967,12,127.92,0.0,0.0
76561198089956353,3,19.98,0.0,0.0
76561198089959664,4,49.97,0.0,0.0
76561198089959734,3,4.99,0.0,0.0
76561198089961145,30,229.89,0.0,0.0
ffgvbngtrdtghtrd,4,39.96,0.0,0.0
76561198089961597,3,29.979999999999997,0.0,0.0
76561198089965006,9,49.96,0.0,0.0
76561198089967385,39,387.74,0.0,0.0
76561198089968576,1,0.0,0.0,0.0
76561198089975682,2,0.0,0.0,0.0
76561198089978112,1,0.0,0.0,0.0
FreshDi,106,1130.07,8.0,7.55
76561198089980409,1,0.0,0.0,0.0
76561198089993075,5,0.0,0.0,0.0
76561198089996743,3,24.98,0.0,0.0
76561198089997524,15,114.92,0.0,0.0
76561198089998382,2,29.979999999999997,0.0,0.0
76561198090001109,5,0.0,0.0,0.0
76561198090001818,27,202.91,1.0,3.7
76561198090002335,4,19.98,0.0,0.0
76561198090008875,5,0.0,0.0,0.0
76561198090013422,3,29.979999999999997,0.0,0.0
76561198090013939,10,139.91,0.0,0.0
76561198090015061,45,453.82,1.0,2.22
76561198090015980,7,29.97,0.0,0.0
76561198090017434,65,670.48,0.0,0.0
76561198090027442,13,19.99,0.0,0.0
76561198090035059,11,19.98,0.0,0.0
76561198090040281,21,19.99,0.0,0.0
76561198090043335,8,54.95,0.0,0.0
76561198090065255,6,0.0,0.0,0.0
gvgcbfg,33,19.99,0.0,0.0
76561198090072919,1,19.99,0.0,0.0
76561198090076805,15,114.94,0.0,0.0
76561198090085760,1,0.0,0.0,0.0
Ands15,47,248.82,1.0,2.13
76561198090087898,1,0.0,0.0,0.0
Sundia,57,325.81,0.0,0.0
76561198090089570,5,19.99,0.0,0.0
76561198090089821,19,114.95,1.0,5.26
76561198090092403,5,59.96,0.0,0.0
76561198090092678,110,306.76,3.0,2.73
76561198090094116,1,0.0,0.0,0.0
76561198090096487,9,24.97,0.0,0.0
76561198090097626,10,9.99,0.0,0.0
76561198090099930,3,0.0,0.0,0.0
76561198090103874,7,129.97,0.0,0.0
76561198090109283,2,0.0,0.0,0.0
76561198090113111,1,0.0,0.0,0.0
76561198090113501,1,0.0,0.0,0.0
76561198090114509,1,9.99,0.0,0.0
76561198090116285,4,9.99,0.0,0.0
pillon506,32,215.87,0.0,0.0
DaP3rs0nGuy12,2,14.98,1.0,50.0
Sauropod,6,119.94,2.0,33.33
76561198090121793,6,24.98,0.0,0.0
76561198090124070,17,194.88,0.0,0.0
76561198090125828,7,74.96,0.0,0.0
76561198090126830,22,219.94,0.0,0.0
76561198090126889,8,49.96,0.0,0.0
sandra_sabagh,1,0.0,0.0,0.0
76561198090129532,17,184.87,1.0,5.88
76561198090129870,3,0.0,0.0,0.0
BlinkV1,23,121.91999999999999,2.0,8.7
76561198090131706,1,0.0,0.0,0.0
76561198090137461,33,19.99,0.0,0.0
CentralGaming,11,9.99,0.0,0.0
76561198090139698,34,96.92999999999999,0.0,0.0
76561198090142079,4,0.0,0.0,0.0
76561198090142281,73,775.61,0.0,0.0
76561198090144478,1,0.0,0.0,0.0
76561198090144951,4,0.0,0.0,0.0
Shady_Pixel,9,0.0,0.0,0.0
76561198090161479,5,59.99,0.0,0.0
76561198090161804,2,0.0,0.0,0.0
76561198090171243,20,154.87,0.0,0.0
76561198090174851,6,106.96,0.0,0.0
76561198090182763,1,0.0,0.0,0.0
